,Country,County,Designation,Points,Price,Province,Title,Variety,Winery,Year
12913,US,Clear Lake,Nova Vineyard,91,32.0,California,De Loach 2011 Nova Vineyard Zinfandel (Clear Lake),Zinfandel,De Loach,2011
12914,US,Paso Robles,Essence de Roussanne,92,65.0,California,Clos Solène 2011 Essence de Roussanne Roussanne (Paso Robles),Roussanne,Clos Solène,2011
12915,Italy,Brunello di Montalcino,,90,80.0,Tuscany,Le Gode 2011 Brunello di Montalcino,Sangiovese,Le Gode,2011
12916,US,Sonoma County,Journey,86,75.0,California,Matanzas Creek 2011 Journey Chardonnay (Sonoma County),Chardonnay,Matanzas Creek,2011
12917,US,New York,,86,18.0,New York,Millbrook 2011 Pinot Noir (New York),Pinot Noir,Millbrook,2011
12918,Portugal,,,84,15.0,Alentejano,Herdade do Rocim 2011 Touriga Nacional (Alentejano),Touriga Nacional,Herdade do Rocim,2011
12919,Portugal,,Coudel Mor Reserva,85,13.0,Tejo,Adega Cooperativa do Cartaxo 2011 Coudel Mor Reserva Red (Tejo),Portuguese Red,Adega Cooperativa do Cartaxo,2011
12920,US,North Coast,,85,18.0,California,Ruby Red 2011 Sauvignon Blanc (North Coast),Sauvignon Blanc,Ruby Red,2011
12921,US,Mendocino,Old Soul,89,25.0,California,Atrea 2011 Old Soul Red (Mendocino),Red Blend,Atrea,2011
12922,US,,Skyline,82,14.0,Idaho,Sawtooth 2011 Skyline Red,Red Blend,Sawtooth,2011
12923,Italy,Sicilia,Tirsat,86,26.0,Sicily & Sardinia,Gurra di Mare 2011 Tirsat White (Sicilia),White Blend,Gurra di Mare,2011
12924,Chile,,Guardián Reserva,86,10.0,Maipo Valley,Mancura 2011 Guardián Reserva Cabernet Sauvignon (Maipo Valley),Cabernet Sauvignon,Mancura,2011
12925,US,Dry Creek Valley,Hillside Estate,89,40.0,California,Collier Falls 2011 Hillside Estate Petite Sirah (Dry Creek Valley),Petite Sirah,Collier Falls,2011
12926,US,Walla Walla Valley (WA),Uriah Estate Grown,91,50.0,Washington,Spring Valley Vineyard 2011 Uriah Estate Grown Red (Walla Walla Valley (WA)),Bordeaux-style Red Blend,Spring Valley Vineyard,2011
12927,Spain,Bierzo,Baltos,92,17.0,Northern Spain,Dominio de Tares 2011 Baltos Mencía (Bierzo),Mencía,Dominio de Tares,2011
12928,US,California,The Classic Four,89,25.0,California,Spann Vineyards 2011 The Classic Four Red (California),Bordeaux-style Red Blend,Spann Vineyards,2011
12929,France,Puligny-Montrachet,Les Perrières Premier Cru,93,99.0,Burgundy,Jean-Claude Boisset 2011 Les Perrières Premier Cru (Puligny-Montrachet),Chardonnay,Jean-Claude Boisset,2011
12930,France,Bordeaux Supérieur,,85,17.0,Bordeaux,Château Recougne 2011 Bordeaux Supérieur,Bordeaux-style Red Blend,Château Recougne,2011
12931,France,Castillon Côtes de Bordeaux,,90,46.0,Bordeaux,Château La Croix Lartigue 2011 Castillon Côtes de Bordeaux,Bordeaux-style Red Blend,Château La Croix Lartigue,2011
12932,Italy,Barolo,La Serra,86,60.0,Piedmont,Agostino Bosco 2012 La Serra (Barolo),Nebbiolo,Agostino Bosco,2012
12933,US,Napa Valley,Insignia Estate Grown,95,240.0,California,Joseph Phelps 2012 Insignia Estate Grown Red (Napa Valley),Bordeaux-style Red Blend,Joseph Phelps,2012
12934,US,Finger Lakes,Ice Wine,90,49.0,New York,Hazlitt 1852 Vineyards 2012 Ice Wine Vidal Blanc (Finger Lakes),Vidal Blanc,Hazlitt 1852 Vineyards,2012
12935,France,Pouilly-Fuissé,Les Chevrières,92,,Burgundy,Dominique Cornin 2012 Les Chevrières (Pouilly-Fuissé),Chardonnay,Dominique Cornin,2012
12936,US,Bennett Valley,Jemrose Vineyard Cardiac Hill,89,39.0,California,Carica 2012 Jemrose Vineyard Cardiac Hill Syrah (Bennett Valley),Syrah,Carica,2012
12937,France,Vouvray,Le Peu Morier,90,40.0,Loire Valley,Domaine Vincent CarÃªme 2012 Le Peu Morier (Vouvray),Chenin Blanc,Domaine Vincent CarÃªme,2012
12938,US,Sonoma Valley,Cherryblock,88,90.0,California,Sebastiani 2012 Cherryblock Cabernet Sauvignon (Sonoma Valley),Cabernet Sauvignon,Sebastiani,2012
12939,Portugal,,CV Curriculum Vitae,94,99.0,Douro,Lemos & Van Zeller 2012 CV Curriculum Vitae Red (Douro),Portuguese Red,Lemos & Van Zeller,2012
12940,Chile,,Terrunyo Entre Cordilleras Peumo Vineyard Block 27,89,40.0,Peumo,Concha y Toro 2012 Terrunyo Entre Cordilleras Peumo Vineyard Block 27 Carmenère (Peumo),Carmenère,Concha y Toro,2012
12941,Spain,Jumilla,Selección,87,18.0,Levante,Monterebro 2012 Selección Syrah (Jumilla),Syrah,Monterebro,2012
12942,US,San Luis Obispo County,Riviera,86,21.0,California,Margerum 2012 Riviera Rosé (San Luis Obispo County),Rosé,Margerum,2012
12943,US,St. Helena,Collins Holystone Vineyard,90,35.0,California,Benessere 2012 Collins Holystone Vineyard Zinfandel (St. Helena),Zinfandel,Benessere,2012
12944,Italy,Verdicchio dei Castelli di Jesi Classico Superiore,Tenuta del Cavaliere,89,16.0,Central Italy,Marchetti 2012 Tenuta del Cavaliere (Verdicchio dei Castelli di Jesi Classico Superiore),Verdicchio,Marchetti,2012
12945,US,Columbia Valley (WA),,86,12.0,Washington,Wild Meadows 2012 Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Wild Meadows,2012
12946,US,Sonoma County,The Count,85,20.0,California,Buena Vista 2012 The Count Red (Sonoma County),Red Blend,Buena Vista,2012
12947,US,Willamette Valley,Freedom Hill Vineyard,93,70.0,Oregon,Lange 2012 Freedom Hill Vineyard Pinot Noir (Willamette Valley),Pinot Noir,Lange,2012
12948,Spain,Priorat,Suprafabulicious,90,25.0,Catalonia,Picolino 2012 Suprafabulicious Red (Priorat),Red Blend,Picolino,2012
12949,Spain,Jumilla,Las Gravas,88,32.0,Levante,Casa Castillo 2012 Las Gravas Red (Jumilla),Red Blend,Casa Castillo,2012
12950,US,Shenandoah Valley (CA),Sentinel Oak Vineyard Pyramid Block,95,40.0,California,Terre Rouge 2012 Sentinel Oak Vineyard Pyramid Block Syrah (Shenandoah Valley (CA)),Syrah,Terre Rouge,2012
12951,US,Columbia Valley (WA),Derivative,91,20.0,Washington,Market Vineyards 2012 Derivative Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Market Vineyards,2012
12952,Portugal,,Monte da Cal Reserva,88,16.0,Alentejano,Dão Sul 2012 Monte da Cal Reserva Red (Alentejano),Portuguese Red,Dão Sul,2012
12953,Italy,Rosso di Montepulciano,,86,22.0,Tuscany,La Calonica 2012 Rosso di Montepulciano,Red Blend,La Calonica,2012
12954,US,Santa Ynez Valley,,89,42.0,California,Sunstone 2012 Syrah (Santa Ynez Valley),Syrah,Sunstone,2012
12955,US,Central Coast,Route 152,86,10.0,California,Pietra Santa 2012 Route 152 Pinot Noir (Central Coast),Pinot Noir,Pietra Santa,2012
12956,Chile,,Unfiltered Rapsodia,93,36.0,Casablanca Valley,Loma Larga 2012 Unfiltered Rapsodia Red (Casablanca Valley),Red Blend,Loma Larga,2012
12957,Spain,Cariñena,Ballad,85,18.0,Northern Spain,Ignacio Marín 2012 Ballad Garnacha (Cariñena),Garnacha,Ignacio Marín,2012
12958,US,Santa Barbara County,,90,17.0,California,Byron 2012 Chardonnay (Santa Barbara County),Chardonnay,Byron,2012
12959,US,Santa Maria Valley,Bien Nacido Vineyard,92,40.0,California,Sanctuary 2012 Bien Nacido Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,Sanctuary,2012
12960,US,Sta. Rita Hills,Lazy F Ranch,91,35.0,California,Fess Parker 2012 Lazy F Ranch Chardonnay (Sta. Rita Hills),Chardonnay,Fess Parker,2012
12961,US,Russian River Valley,Alegría Vineyards Axiom,91,35.0,California,Acorn 2012 Alegría Vineyards Axiom Syrah (Russian River Valley),Syrah,Acorn,2012
12962,Spain,Calatayud,Garnacha,83,10.0,Northern Spain,Cruz de Piedra 2012 Garnacha Rosado (Calatayud),Rosado,Cruz de Piedra,2012
12963,France,Bordeaux Blanc,Grand Palais,84,,Bordeaux,Yvon Mau 2012 Grand Palais (Bordeaux Blanc),Sauvignon Blanc,Yvon Mau,2012
12964,US,Santa Ynez Valley,,88,40.0,California,Bridlewood 2012 Zinfandel (Santa Ynez Valley),Zinfandel,Bridlewood,2012
12965,US,Arroyo Seco,Liberated,84,16.0,California,Carmel Road 2012 Liberated Chardonnay (Arroyo Seco),Chardonnay,Carmel Road,2012
12966,Germany,,Schwarzer Adler,89,25.0,Baden,Franz Keller 2012 Schwarzer Adler Pinot Gris (Baden),Pinot Gris,Franz Keller,2012
12967,Chile,,Entre Cordilleras Dalca Series,86,14.0,Cauquenes Valley,Chono 2012 Entre Cordilleras Dalca Series Red (Cauquenes Valley),Red Blend,Chono,2012
12968,US,Sonoma County,,82,15.0,California,Cannonball 2012 Chardonnay (Sonoma County),Chardonnay,Cannonball,2012
12969,Australia,McLaren Vale,Jester,91,22.0,South Australia,Mitolo 2012 Jester Shiraz (McLaren Vale),Shiraz,Mitolo,2012
12970,US,Napa Valley,,90,30.0,California,Rutherford Hill 2012 Merlot (Napa Valley),Merlot,Rutherford Hill,2012
12971,Austria,,,86,18.0,Niederösterreich,Zull 2012 Zweigelt (Niederösterreich),Zweigelt,Zull,2012
12972,US,Napa Valley,,90,62.0,California,Bennett Lane 2012 Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Bennett Lane,2012
12973,Italy,Barbaresco,Cichin Riserva,86,,Piedmont,Ada Nada 2012 Cichin Riserva (Barbaresco),Nebbiolo,Ada Nada,2012
12974,US,Wahluke Slope,,87,42.0,Washington,La Chanterelle 2012 Syrah (Wahluke Slope),Syrah,La Chanterelle,2012
12975,US,Temecula,Grande Mélange,89,95.0,California,Leoness 2012 Grande Mélange Red (Temecula),Red Blend,Leoness,2012
12976,US,Carneros,Brut Estate Grown,92,35.0,California,Domaine Carneros 2012 Brut Estate Grown Sparkling (Carneros),Sparkling Blend,Domaine Carneros,2012
12977,US,Ribbon Ridge,Ribbon Ridge Estate,93,55.0,Oregon,Trisaetum 2012 Ribbon Ridge Estate Pinot Noir (Ribbon Ridge),Pinot Noir,Trisaetum,2012
12978,US,Santa Lucia Highlands,Twelve Clones,91,34.0,California,Morgan 2012 Twelve Clones Pinot Noir (Santa Lucia Highlands),Pinot Noir,Morgan,2012
12979,US,Sonoma County,Winemaker Selection,86,55.0,California,Rosenblum 2012 Winemaker Selection Zinfandel (Sonoma County),Zinfandel,Rosenblum,2012
12980,US,Ribbon Ridge,Ridgecrest Vineyards,90,24.0,Oregon,Chehalem 2012 Ridgecrest Vineyards Grüner Veltliner (Ribbon Ridge),Grüner Veltliner,Chehalem,2012
12981,US,Mendocino,Upper Russian River,85,30.0,California,Jeriko 2012 Upper Russian River Pinot Noir (Mendocino),Pinot Noir,Jeriko,2012
12982,US,Sonoma Valley,Monte Rosso Vineyard,90,55.0,California,August Briggs 2012 Monte Rosso Vineyard Cabernet Sauvignon (Sonoma Valley),Cabernet Sauvignon,August Briggs,2012
12983,US,Rutherford,,87,35.0,California,Opaque 2012 Petit Verdot (Rutherford),Petit Verdot,Opaque,2012
12984,US,Lake County,Tephra Ridge Vineyard,91,40.0,California,Langtry 2012 Tephra Ridge Vineyard Cabernet Sauvignon (Lake County),Cabernet Sauvignon,Langtry,2012
12985,US,Santa Ynez Valley,,89,38.0,California,Refugio Ranch 2012 Syrah-Petite Sirah (Santa Ynez Valley),Syrah-Petite Sirah,Refugio Ranch,2012
12986,US,Red Mountain,Tapteil Vineyard Reserve,92,50.0,Washington,Tamarack Cellars 2012 Tapteil Vineyard Reserve Red (Red Mountain),Bordeaux-style Red Blend,Tamarack Cellars,2012
12987,US,Napa Valley,,88,18.0,California,Oberon 2012 Sauvignon Blanc (Napa Valley),Sauvignon Blanc,Oberon,2012
12988,US,Seneca Lake,Reserve Dry Estate Bottled and Grown,91,29.0,New York,Hermann J. Wiemer 2012 Reserve Dry Estate Bottled and Grown Riesling (Seneca Lake),Riesling,Hermann J. Wiemer,2012
12989,France,Haut-Médoc,,90,,Bordeaux,Château d'Aurilhac 2012 Haut-Médoc,Bordeaux-style Red Blend,Château d'Aurilhac,2012
12990,US,North Fork of Long Island,Chardeaux,85,16.0,New York,Raphael 2012 Chardeaux White (North Fork of Long Island),White Blend,Raphael,2012
12991,Portugal,,Vinho Branco,89,9.0,Douro,Aveleda 2012 Vinho Branco White (Douro),Portuguese White,Aveleda,2012
12992,Moldova,,Alb de Purcari,90,38.0,Moldova,Purcari 2012 Alb de Purcari White (Moldova),White Blend,Purcari,2012
12993,Spain,Valdepeñas,Ayrum,86,8.0,Central Spain,Felix Solis 2012 Ayrum Tempranillo (Valdepeñas),Tempranillo,Felix Solis,2012
12994,US,St. Helena,Salvestrin Estate Vineyard,90,64.0,California,Salvestrin 2012 Salvestrin Estate Vineyard Cabernet Sauvignon (St. Helena),Cabernet Sauvignon,Salvestrin,2012
12995,Italy,Morellino di Scansano,Pietraregia Riserva,88,25.0,Tuscany,Marchesi de' Frescobaldi 2012 Pietraregia Riserva (Morellino di Scansano),Red Blend,Marchesi de' Frescobaldi,2012
12996,Argentina,Mendoza,Michelini Sammartino,92,100.0,Mendoza Province,Superuco 2012 Michelini Sammartino Malbec-Cabernet Franc (Mendoza),Malbec-Cabernet Franc,Superuco,2012
12997,France,Morey-Saint-Denis,,89,50.0,Burgundy,Manuel Olivier 2012 Morey-Saint-Denis,Pinot Noir,Manuel Olivier,2012
12998,Italy,Sicilia,BDP Y,86,12.0,Sicily & Sardinia,Baglio di Pianetto 2012 BDP Y Insolia (Sicilia),Insolia,Baglio di Pianetto,2012
12999,Italy,Bolgheri,Le Serre Nuove,92,75.0,Tuscany,Ornellaia 2012 Le Serre Nuove (Bolgheri),Red Blend,Ornellaia,2012
13000,Spain,Costers del Segre,Castell de Raimat,85,11.0,Catalonia,Raimat 2012 Castell de Raimat Albariño (Costers del Segre),Albariño,Raimat,2012
13001,Canada,Okanagan Valley,Ava,93,35.0,British Columbia,Le Vieux Pin 2012 Ava White (Okanagan Valley),Rhône-style White Blend,Le Vieux Pin,2012
13002,US,Rattlesnake Hills,Copeland Vineyard,91,22.0,Washington,Savage Grace 2012 Copeland Vineyard Cabernet Franc (Rattlesnake Hills),Cabernet Franc,Savage Grace,2012
13003,US,Temecula Valley,Reggatta de Blanc,89,24.0,California,Vindemia 2012 Reggatta de Blanc White (Temecula Valley),White Blend,Vindemia,2012
13004,Argentina,Uco Valley,,86,19.0,Mendoza Province,Jed Wines 2012 Malbec (Uco Valley),Malbec,Jed Wines,2012
13005,US,Santa Lucia Highlands,,89,35.0,California,MacMurray Ranch 2012 Pinot Noir (Santa Lucia Highlands),Pinot Noir,MacMurray Ranch,2012
13006,Australia,Barossa,Entity,93,40.0,South Australia,John Duval Wines 2012 Entity Shiraz (Barossa),Shiraz,John Duval Wines,2012
13007,US,Sonoma Coast,Rice-Spivak Vineyard,92,75.0,California,Cobb 2012 Rice-Spivak Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Cobb,2012
13008,US,Arroyo Seco,,84,12.0,California,Muirwood 2012 Chardonnay (Arroyo Seco),Chardonnay,Muirwood,2012
13009,Italy,Lugana,,88,20.0,Lombardy,Malavasi Daniele 2012 Lugana,Turbiana,Malavasi Daniele,2012
13010,France,Alsace,Les Élements,90,16.0,Alsace,Domaine Bott-Geyl 2012 Les Élements Pinot Gris (Alsace),Pinot Gris,Domaine Bott-Geyl,2012
13011,Italy,Lugana,Sorgente,85,18.0,Lombardy,Citari 2012 Sorgente (Lugana),Turbiana,Citari,2012
13012,US,Dry Creek Valley,East Ridge Vineyard Estate,92,28.0,California,Gustafson Family 2012 East Ridge Vineyard Estate Petite Sirah (Dry Creek Valley),Petite Sirah,Gustafson Family,2012
13013,US,Dry Creek Valley,Wine Creek Ranch,91,32.0,California,Quivira 2012 Wine Creek Ranch Grenache (Dry Creek Valley),Grenache,Quivira,2012
13014,US,Red Mountain,Estate Bottled,90,15.0,Washington,Kiona 2012 Estate Bottled Lemberger (Red Mountain),Lemberger,Kiona,2012
13015,Austria,,Eiswein Exquisit,92,35.0,Burgenland,Nittnaus Hans und Christine 2012 Eiswein Exquisit Grüner Veltliner (Burgenland),Grüner Veltliner,Nittnaus Hans und Christine,2012
13016,US,Santa Barbara County,Rodney's Vineyard,92,32.0,California,Epiphany 2012 Rodney's Vineyard Petite Sirah (Santa Barbara County),Petite Sirah,Epiphany,2012
13017,US,Santa Ynez Valley,,90,23.0,California,Longoria 2012 Albariño (Santa Ynez Valley),Albariño,Longoria,2012
13018,US,Finger Lakes,Sawmill Creek Vineyard,85,18.0,New York,Billsboro 2012 Sawmill Creek Vineyard Sauvignon Blanc (Finger Lakes),Sauvignon Blanc,Billsboro,2012
13019,US,Napa Valley,Emblem Oso Vineyard,91,60.0,California,Michael Mondavi Family Estate 2012 Emblem Oso Vineyard Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Michael Mondavi Family Estate,2012
13020,US,Napa Valley,,87,22.0,California,Cairdean Estate 2012 Sauvignon Blanc (Napa Valley),Sauvignon Blanc,Cairdean Estate,2012
13021,US,Sonoma Coast,Diane Cobb Coastlands Vineyard,97,85.0,California,Cobb 2012 Diane Cobb Coastlands Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Cobb,2012
13022,US,Amador County,Arrastre,88,28.0,California,Legendre 2012 Arrastre Red (Amador County),Rhône-style Red Blend,Legendre,2012
13023,US,Finger Lakes,1866 Reserve,87,32.0,New York,Bellangelo 2012 1866 Reserve Riesling (Finger Lakes),Riesling,Bellangelo,2012
13024,US,Columbia Valley (WA),,89,35.0,Washington,Browne Family Vineyards 2012 Merlot (Columbia Valley (WA)),Merlot,Browne Family Vineyards,2012
13025,Argentina,Mendoza,Single Vineyard Plot No 21,92,50.0,Mendoza Province,Salentein 2012 Single Vineyard Plot No 21 Malbec (Mendoza),Malbec,Salentein,2012
13026,US,Oregon,Patricia's Cuvée,89,55.0,Oregon,Dobbes Family Estate 2012 Patricia's Cuvée Pinot Noir (Oregon),Pinot Noir,Dobbes Family Estate,2012
13027,Italy,Barolo,Margheria,94,96.0,Piedmont,Massolino 2012 Margheria (Barolo),Nebbiolo,Massolino,2012
13028,Italy,Brunello di Montalcino,,90,70.0,Tuscany,Val di Suga 2012 Brunello di Montalcino,Sangiovese,Val di Suga,2012
13029,US,Livermore Valley,Infrared Estate,91,35.0,California,Fenestra 2012 Infrared Estate Red (Livermore Valley),Red Blend,Fenestra,2012
13030,US,Dundee Hills,,92,48.0,Oregon,Domaine Divio 2012 Pinot Noir (Dundee Hills),Pinot Noir,Domaine Divio,2012
13031,US,Rogue Valley,Steelhead Run Vineyard Blessed,87,23.0,Oregon,Schultz 2012 Steelhead Run Vineyard Blessed Merlot (Rogue Valley),Merlot,Schultz,2012
13032,Italy,Rosso di Montalcino,,92,27.0,Tuscany,Uccelliera 2012 Rosso di Montalcino,Sangiovese,Uccelliera,2012
13033,France,Chénas,Vignes de 1939,92,35.0,Beaujolais,Pascal Aufranc 2012 Vignes de 1939 (Chénas),Gamay,Pascal Aufranc,2012
13034,US,Sonoma County,Pitagora,83,24.0,California,Francis Ford Coppola 2012 Pitagora Red (Sonoma County),Red Blend,Francis Ford Coppola,2012
13035,US,Southern Oregon,Danseur,92,35.0,Oregon,DanCin 2012 Danseur Syrah (Southern Oregon),Syrah,DanCin,2012
13036,Italy,Vino Spumante,Matteo Giribaldi Metodo Classico,89,30.0,Italy Other,Giribaldi 2012 Matteo Giribaldi Metodo Classico Sparkling (Vino Spumante),Sparkling Blend,Giribaldi,2012
13037,US,Santa Maria Valley,Solomon Hills Vineyard,94,50.0,California,Landmark 2012 Solomon Hills Vineyard Pinot Noir (Santa Maria Valley),Pinot Noir,Landmark,2012
13038,Chile,,,86,14.0,Colchagua Valley,Calcu 2012 Rosé (Colchagua Valley),Rosé,Calcu,2012
13039,Chile,,Reserva Privada,87,19.0,Leyda Valley,Viña Casas Patronales 2012 Reserva Privada Sauvignon Blanc (Leyda Valley),Sauvignon Blanc,Viña Casas Patronales,2012
13040,US,Columbia Valley (WA),Reserve,90,60.0,Washington,Matthews 2012 Reserve Red (Columbia Valley (WA)),Bordeaux-style Red Blend,Matthews,2012
13041,Chile,,Serie Riberas Gran Reserva Ribera del Tinguiririca,86,17.0,Marchigue,Concha y Toro 2012 Serie Riberas Gran Reserva Ribera del Tinguiririca Malbec (Marchigue),Malbec,Concha y Toro,2012
13042,US,Amador County,Infamous Cooper Ranch,86,22.0,California,Macchia 2012 Infamous Cooper Ranch Barbera (Amador County),Barbera,Macchia,2012
13043,US,Lodi,,83,14.0,California,Estate Crush 2012 Rosé (Lodi),Rosé,Estate Crush,2012
13044,France,Châteauneuf-du-Pape,Eicelènci,91,60.0,Rhône Valley,Domaine de Nalys 2012 Eicelènci White (Châteauneuf-du-Pape),Rhône-style White Blend,Domaine de Nalys,2012
13045,Argentina,Mendoza,Blanc de,86,25.0,Mendoza Province,Vicentin 2012 Blanc de Malbec (Mendoza),Malbec,Vicentin,2012
13046,France,Pauillac,Les Griffons de Pichon Baron,91,,Bordeaux,Château Pichon Longueville 2012 Les Griffons de Pichon Baron (Pauillac),Bordeaux-style Red Blend,Château Pichon Longueville,2012
13047,US,Washington,,83,10.0,Washington,Radius 2012 Red (Washington),Red Blend,Radius,2012
13048,US,Sonoma Coast,Terra de Promissio Vineyard,92,55.0,California,Williams Selyem 2012 Terra de Promissio Vineyard Pinot Noir (Sonoma Coast),Pinot Noir,Williams Selyem,2012
13049,US,Russian River Valley,Monastery,93,70.0,California,Lynmar 2012 Monastery Pinot Noir (Russian River Valley),Pinot Noir,Lynmar,2012
13050,Italy,Castel del Monte,Bolonero,88,15.0,Southern Italy,Torrevento 2012 Bolonero Red (Castel del Monte),Red Blend,Torrevento,2012
13051,US,Russian River Valley,Samantha's Vineyard,90,40.0,California,MacLaren 2012 Samantha's Vineyard Syrah (Russian River Valley),Syrah,MacLaren,2012
13052,US,Sonoma Coast,Block 8,91,85.0,California,Hirsch 2012 Block 8 Pinot Noir (Sonoma Coast),Pinot Noir,Hirsch,2012
13053,Austria,,,86,,Niederösterreich,Weszeli 2012 Rosé (Niederösterreich),Rosé,Weszeli,2012
13054,US,Sonoma Coast,,90,35.0,California,Martin Ray 2012 Pinot Noir (Sonoma Coast),Pinot Noir,Martin Ray,2012
13055,France,Côtes du Rhône,La Fiole,88,10.0,Rhône Valley,Père Anselme 2012 La Fiole Red (Côtes du Rhône),Rhône-style Red Blend,Père Anselme,2012
13056,US,Columbia Valley (WA),,88,22.0,Washington,Voila! 2012 Pinot Noir (Columbia Valley (WA)),Pinot Noir,Voila!,2012
13057,France,Saint-Estèphe,Barrel Sample,90,,Bordeaux,Château Meyney 2012 Barrel Sample (Saint-Estèphe),Bordeaux-style Red Blend,Château Meyney,2012
13058,US,Monterey,,89,17.0,California,Morgan 2012 Sauvignon Blanc (Monterey),Sauvignon Blanc,Morgan,2012
13059,Italy,Greco di Tufo,,90,25.0,Southern Italy,Mastroberardino 2012 Greco di Tufo,Greco,Mastroberardino,2012
13060,US,Lake County,Rooster Vineyard,88,17.0,California,The Girls in the Vineyard 2012 Rooster Vineyard Sauvignon Blanc (Lake County),Sauvignon Blanc,The Girls in the Vineyard,2012
13061,US,Willamette Valley,Roserock Vineyard,91,55.0,Oregon,Rex Hill 2012 Roserock Vineyard Pinot Noir (Willamette Valley),Pinot Noir,Rex Hill,2012
13062,France,Médoc,Château la Tempérance,91,35.0,Bordeaux,Bernard Magrez 2012 Château la Tempérance (Médoc),Bordeaux-style Red Blend,Bernard Magrez,2012
13063,Austria,,Alte Reben Weisser Burgunder,92,37.0,Niederösterreich,Ebner-Ebenauer 2012 Alte Reben Weisser Burgunder Weissburgunder (Niederösterreich),Weissburgunder,Ebner-Ebenauer,2012
13064,Italy,Barolo,La Villa,89,52.0,Piedmont,Fratelli Seghesio 2012 La Villa (Barolo),Nebbiolo,Fratelli Seghesio,2012
13065,Argentina,Mendoza,Siesta,90,27.0,Mendoza Province,Ernesto Catena 2012 Siesta Pinot Noir (Mendoza),Pinot Noir,Ernesto Catena,2012
13066,Romania,,,88,20.0,Panciu,Domeniile Panciu 2012 Feteasca Neagra (Panciu),Feteasca Neagra,Domeniile Panciu,2012
13067,Italy,Soave Classico,,90,19.0,Veneto,Suavia 2012 Soave Classico,Garganega,Suavia,2012
13068,Spain,La Mancha,Made with Organic Grapes,86,10.0,Central Spain,Paso a Paso 2012 Made with Organic Grapes White (La Mancha),White Blend,Paso a Paso,2012
13069,France,Francs Côtes de Bordeaux,,88,18.0,Bordeaux,Château Godard Bellevue 2012 Francs Côtes de Bordeaux,Bordeaux-style Red Blend,Château Godard Bellevue,2012
13070,US,River Junction,,85,10.0,California,McManis 2012 Chardonnay (River Junction),Chardonnay,McManis,2012
13071,France,Cahors,Les Quatre Eglises,90,17.0,Southwest France,Château Bovila 2012 Les Quatre Eglises Malbec (Cahors),Malbec,Château Bovila,2012
13072,US,Yorkville Highlands,Unmasked,87,46.0,California,Sonkin Cellars 2012 Unmasked Syrah (Yorkville Highlands),Syrah,Sonkin Cellars,2012
13073,US,Sonoma Coast,,89,35.0,California,Crossbarn by Paul Hobbs 2012 Pinot Noir (Sonoma Coast),Pinot Noir,Crossbarn by Paul Hobbs,2012
13074,US,Santa Barbara County,,89,35.0,California,Demetria 2012 Chardonnay (Santa Barbara County),Chardonnay,Demetria,2012
13075,Italy,Chianti Classico,Riserva,91,28.0,Tuscany,Castello di Radda 2012 Riserva (Chianti Classico),Sangiovese,Castello di Radda,2012
13076,US,Santa Cruz Mountains,Domaine Lois Louise Twisty Ridge,94,62.0,California,Clos de la Tech 2012 Domaine Lois Louise Twisty Ridge Pinot Noir (Santa Cruz Mountains),Pinot Noir,Clos de la Tech,2012
13077,Argentina,Mendoza,Adrianna,93,150.0,Mendoza Province,Bodega Catena Zapata 2012 Adrianna Malbec (Mendoza),Malbec,Bodega Catena Zapata,2012
13078,Argentina,Uco Valley,Gran Reserva,89,23.0,Mendoza Province,Finca El Origen 2012 Gran Reserva Malbec (Uco Valley),Malbec,Finca El Origen,2012
13079,US,Livermore Valley,Estate,89,35.0,California,Las Positas 2012 Estate Syrah (Livermore Valley),Syrah,Las Positas,2012
13080,Italy,Soave Classico,Monte Tenda,87,17.0,Veneto,Marcato 2012 Monte Tenda (Soave Classico),Garganega,Marcato,2012
13081,Argentina,Mendoza,Terroir Selection,92,29.0,Mendoza Province,Alta Vista 2012 Terroir Selection Malbec (Mendoza),Malbec,Alta Vista,2012
13082,US,Mendocino,,89,45.0,California,Alder Springs 2012 Syrah (Mendocino),Syrah,Alder Springs,2012
13083,US,California,Reserve,81,10.0,California,Dante 2012 Reserve Pinot Noir (California),Pinot Noir,Dante,2012
13084,Italy,Cannonau di Sardegna,Riserva,88,16.0,Sicily & Sardinia,Sella & Mosca 2012 Riserva (Cannonau di Sardegna),Cannonau,Sella & Mosca,2012
13085,Italy,Alto Adige,Pigeno,89,38.0,Northeastern Italy,Stroblhof 2012 Pigeno Pinot Nero (Alto Adige),Pinot Nero,Stroblhof,2012
13086,Portugal,,Talentus Grande Escolha,94,35.0,Douro,Quinta Seara d'Ordens 2012 Talentus Grande Escolha Red (Douro),Portuguese Red,Quinta Seara d'Ordens,2012
13087,US,Colorado,,86,29.0,Colorado,Sutcliffe 2012 Chardonnay (Colorado),Chardonnay,Sutcliffe,2012
13088,France,Alsace,,84,29.0,Alsace,Domaine Pfister 2012 Pinot Noir (Alsace),Pinot Noir,Domaine Pfister,2012
